ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
1734;A050413;1050015;2015JJ00;253.1;0;242;44;30.7;0;0;0;253.1;0;0;0;0;0;253.1;0;0;0;253.1;0;0;0
1735;A050413;1050015;2016JJ00;252.5;0;252.8;44.6;31.2;0;0;0;252.5;0;0;0;0;0;252.5;0;0;0;252.5;0;0;0
1736;A050413;1050015;2017JJ00;257.2;0;269.8;46.1;31.6;0;0;0;257.2;0;0;0;0;0;257.2;0;0;0;257.2;0;0;0
1737;A050413;1050015;2018JJ00;262.9;0;291.1;46.3;31.9;0;0;0;262.9;0;0;0;0;0;262.9;0;0;0;262.9;0;0;0
1738;A050413;1050015;2019JJ00;267.3;0;315.5;48.8;34.2;0;0;0;267.3;0;0;0;0;0;267.3;0;0;0;267.3;0;0;0
1739;A050413;1050015;2020JJ00;270;0;334.2;49.7;34.8;0;0;0;270;0;0;0;0;0;270;0;0;0;270;0;0;0
1740;A050413;1016010;2006JJ00;349.5;0;302.2;;;0;;;349.5;0;0;0;0;0;;;;;;;;
1741;A050413;1016010;2007JJ00;351.9;0;326.8;;;0;;;351.9;0;0;0;0;0;;;;;;;;
1742;A050413;1016010;2008JJ00;360.1;0;344.2;;;0;;;360.1;0;0;0;0;0;;;;;;;;
1743;A050413;1016010;2009JJ00;439.3;0;341.3;;;0;;;439.3;0;0;0;0;0;;;;;;;;
1744;A050413;1016010;2010JJ00;445.9;0;322.1;;;0;;;445.9;0;0;0;0;0;;;;;;;;
1745;A050413;1016010;2011JJ00;432.2;0;317.1;76.7;50.3;0;0;0;432.2;0;0;0;0;0;432.2;0;0;0;432.2;0;0;0
1746;A050413;1016010;2012JJ00;411.4;0;307.1;77.9;51.7;0;0;0;411.4;0;0;0;0;0;411.4;0;0;0;411.4;0;0;0
1747;A050413;1016010;2013JJ00;408.9;0;278.7;78.8;51.6;0;0;0;408.9;0;0;0;0;0;408.9;0;0;0;408.9;0;0;0
1748;A050413;1016010;2014JJ00;436.2;0;277;84.3;55.5;0;0;0;436.2;0;0;0;0;0;436.2;0;0;0;436.2;0;0;0
1749;A050413;1016010;2015JJ00;471.8;0;282.7;80.3;52.4;0;0;0;471.8;0;0;0;0;0;471.8;0;0;0;471.8;0;0;0
1750;A050413;1016010;2016JJ00;467;0;295.4;83.5;54.8;0;0;0;467;0;0;0;0;0;467;0;0;0;467;0;0;0
1751;A050413;1016010;2017JJ00;474.2;0;314.9;89.8;57.5;0;0;0;474.2;0;0;0;0;0;474.2;0;0;0;474.2;0;0;0
1752;A050413;1016010;2018JJ00;483.8;0;339.4;89.8;58;0;0;0;483.8;0;0;0;0;0;483.8;0;0;0;483.8;0;0;0
1753;A050413;1016010;2019JJ00;483.9;0;367.9;98.7;64.9;0;0;0;483.9;0;0;0;0;0;483.9;0;0;0;483.9;0;0;0
1754;A050413;1016010;2020JJ00;490.2;0;392.5;101.8;67.1;0;0;0;490.2;0;0;0;0;0;490.2;0;0;0;490.2;0;0;0
1755;A050413;1050190;2006JJ00;21.9;0;291.7;;;0;;;21.9;0;0;0;0;0;;;;;;;;
1756;A050413;1050190;2007JJ00;20.9;0;323.5;;;0;;;20.9;0;0;0;0;0;;;;;;;;
1757;A050413;1050190;2008JJ00;21.1;0;342.5;;;0;;;21.1;0;0;0;0;0;;;;;;;;
1758;A050413;1050190;2009JJ00;26.7;0;330.5;;;0;;;26.7;0;0;0;0;0;;;;;;;;
1759;A050413;1050190;2010JJ00;29;0;308.8;;;0;;;29;0;0;0;0;0;;;;;;;;
1760;A050413;1050190;2011JJ00;26.4;0;291.7;62.6;40.3;0;0;0;26.4;0;0;0;0;0;26.4;0;0;0;26.4;0;0;0
1761;A050413;1050190;2012JJ00;25.2;0;281.8;65.6;43.4;0;0;0;25.2;0;0;0;0;0;25.2;0;0;0;25.2;0;0;0
1762;A050413;1050190;2013JJ00;24.1;0;259.2;65.1;41.9;0;0;0;24.1;0;0;0;0;0;24.1;0;0;0;24.1;0;0;0
1763;A050413;1050190;2014JJ00;26;0;256.9;66.7;43.2;0;0;0;26;0;0;0;0;0;26;0;0;0;26;0;0;0
1764;A050413;1050190;2015JJ00;28.7;0;258.6;64.8;41.7;0;0;0;28.7;0;0;0;0;0;28.7;0;0;0;28.7;0;0;0
1765;A050413;1050190;2016JJ00;27.9;0;273.3;67.3;43.7;0;0;0;27.9;0;0;0;0;0;27.9;0;0;0;27.9;0;0;0
1766;A050413;1050190;2017JJ00;28.2;0;293;71.4;45.7;0;0;0;28.2;0;0;0;0;0;28.2;0;0;0;28.2;0;0;0
1767;A050413;1050190;2018JJ00;28.6;0;315;72.1;46.1;0;0;0;28.6;0;0;0;0;0;28.6;0;0;0;28.6;0;0;0
1768;A050413;1050190;2019JJ00;28.6;0;343;78.1;50.4;0;0;0;28.6;0;0;0;0;0;28.6;0;0;0;28.6;0;0;0
1769;A050413;1050190;2020JJ00;28.2;0;360.8;83.5;53.9;0;0;0;28.2;0;0;0;0;0;28.2;0;0;0;28.2;0;0;0
1770;A050413;1050055;2006JJ00;310.3;0;299.7;;;0;;;310.3;0;0;0;0;0;;;;;;;;
1771;A050413;1050055;2007JJ00;314;0;323.7;;;0;;;314;0;0;0;0;0;;;;;;;;
1772;A050413;1050055;2008JJ00;322.4;0;340.1;;;0;;;322.4;0;0;0;0;0;;;;;;;;
1773;A050413;1050055;2009JJ00;391.1;0;338.6;;;0;;;391.1;0;0;0;0;0;;;;;;;;
1774;A050413;1050055;2010JJ00;402.5;0;320.3;;;0;;;402.5;0;0;0;0;0;;;;;;;;
1775;A050413;1050055;2011JJ00;391;0;319;77.2;50.7;0;0;0;391;0;0;0;0;0;391;0;0;0;391;0;0;0
1776;A050413;1050055;2012JJ00;372.6;0;308.9;78.4;52.1;0;0;0;372.6;0;0;0;0;0;372.6;0;0;0;372.6;0;0;0
1777;A050413;1050055;2013JJ00;371.9;0;279.9;79.3;52;0;0;0;371.9;0;0;0;0;0;371.9;0;0;0;371.9;0;0;0
1778;A050413;1050055;2014JJ00;396.9;0;278.3;85.1;56;0;0;0;396.9;0;0;0;0;0;396.9;0;0;0;396.9;0;0;0
1779;A050413;1050055;2015JJ00;429.2;0;284.3;81;52.8;0;0;0;429.2;0;0;0;0;0;429.2;0;0;0;429.2;0;0;0
1780;A050413;1050055;2016JJ00;425.7;0;296.8;84.2;55.2;0;0;0;425.7;0;0;0;0;0;425.7;0;0;0;425.7;0;0;0
1781;A050413;1050055;2017JJ00;432.4;0;316.3;90.5;58;0;0;0;432.4;0;0;0;0;0;432.4;0;0;0;432.4;0;0;0
1782;A050413;1050055;2018JJ00;441.5;0;341;90.4;58.5;0;0;0;441.5;0;0;0;0;0;441.5;0;0;0;441.5;0;0;0
1783;A050413;1050055;2019JJ00;442;0;369.5;99.6;65.5;0;0;0;442;0;0;0;0;0;442;0;0;0;442;0;0;0
1784;A050413;1050055;2020JJ00;449.1;0;394.5;102.5;67.6;0;0;0;449.1;0;0;0;0;0;449.1;0;0;0;449.1;0;0;0
1785;A050413;1017780;2006JJ00;223.7;0;304.7;;;0;;;223.7;0;0;0;0;0;;;;;;;;
1786;A050413;1017780;2007JJ00;230.4;0;326.6;;;0;;;230.4;0;0;0;0;0;;;;;;;;
1787;A050413;1017780;2008JJ00;239.9;0;342.1;;;0;;;239.9;0;0;0;0;0;;;;;;;;
1788;A050413;1017780;2009JJ00;281;0;337.4;;;0;;;281;0;0;0;0;0;;;;;;;;
1789;A050413;1017780;2010JJ00;289.4;0;319.4;;;0;;;289.4;0;0;0;0;0;;;;;;;;
1790;A050413;1017780;2011JJ00;282.3;0;318.3;66.6;45.7;0;0;0;282.3;0;0;0;0;0;282.3;0;0;0;282.3;0;0;0
1791;A050413;1017780;2012JJ00;277.9;0;306.7;67.8;46.9;0;0;0;277.9;0;0;0;0;0;277.9;0;0;0;277.9;0;0;0
1792;A050413;1017780;2013JJ00;281.4;0;276.9;68.5;46.7;0;0;0;281.4;0;0;0;0;0;281.4;0;0;0;281.4;0;0;0
1793;A050413;1017780;2014JJ00;299.1;0;275.6;73.4;50.2;0;0;0;299.1;0;0;0;0;0;299.1;0;0;0;299.1;0;0;0
1794;A050413;1017780;2015JJ00;323.4;0;280.9;69.6;47.3;0;0;0;323.4;0;0;0;0;0;323.4;0;0;0;323.4;0;0;0
1795;A050413;1017780;2016JJ00;324.4;0;292.2;71.7;48.7;0;0;0;324.4;0;0;0;0;0;324.4;0;0;0;324.4;0;0;0
1796;A050413;1017780;2017JJ00;331.2;0;310.4;77.3;51.1;0;0;0;331.2;0;0;0;0;0;331.2;0;0;0;331.2;0;0;0
1797;A050413;1017780;2018JJ00;339.8;0;333.6;76.2;51.1;0;0;0;339.8;0;0;0;0;0;339.8;0;0;0;339.8;0;0;0
1798;A050413;1017780;2019JJ00;343.2;0;360.2;83.1;56.6;0;0;0;343.2;0;0;0;0;0;343.2;0;0;0;343.2;0;0;0
1799;A050413;1017780;2020JJ00;349.9;0;383.6;84.6;57.7;0;0;0;349.9;0;0;0;0;0;349.9;0;0;0;349.9;0;0;0
1800;A050413;1016090;2006JJ00;86.6;0;286.6;;;0;;;86.6;0;0;0;0;0;;;;;;;;
1801;A050413;1016090;2007JJ00;83.7;0;315.5;;;0;;;83.7;0;0;0;0;0;;;;;;;;
1802;A050413;1016090;2008JJ00;82.5;0;334.2;;;0;;;82.5;0;0;0;0;0;;;;;;;;
1803;A050413;1016090;2009JJ00;110.2;0;341.7;;;0;;;110.2;0;0;0;0;0;;;;;;;;
1804;A050413;1016090;2010JJ00;113.1;0;322.8;;;0;;;113.1;0;0;0;0;0;;;;;;;;
1805;A050413;1016090;2011JJ00;108.8;0;320.7;104.6;63.7;0;0;0;108.8;0;0;0;0;0;108.8;0;0;0;108.8;0;0;0
1806;A050413;1016090;2012JJ00;94.8;0;315.5;109.6;67;0;0;0;94.8;0;0;0;0;0;94.8;0;0;0;94.8;0;0;0
1807;A050413;1016090;2013JJ00;90.5;0;289;112.8;68.3;0;0;0;90.5;0;0;0;0;0;90.5;0;0;0;90.5;0;0;0
1808;A050413;1016090;2014JJ00;97.8;0;286.4;120.7;73.9;0;0;0;97.8;0;0;0;0;0;97.8;0;0;0;97.8;0;0;0
1809;A050413;1016090;2015JJ00;105.7;0;294.5;115.6;69.7;0;0;0;105.7;0;0;0;0;0;105.7;0;0;0;105.7;0;0;0
1810;A050413;1016090;2016JJ00;101.4;0;311.7;124.2;76.2;0;0;0;101.4;0;0;0;0;0;101.4;0;0;0;101.4;0;0;0
1811;A050413;1016090;2017JJ00;101.1;0;335.7;133.5;80.4;0;0;0;101.1;0;0;0;0;0;101.1;0;0;0;101.1;0;0;0
1812;A050413;1016090;2018JJ00;101.7;0;365.5;137.8;83;0;0;0;101.7;0;0;0;0;0;101.7;0;0;0;101.7;0;0;0
1813;A050413;1016090;2019JJ00;98.9;0;401.9;156.8;96.4;0;0;0;98.9;0;0;0;0;0;98.9;0;0;0;98.9;0;0;0
1814;A050413;1016090;2020JJ00;99.2;0;432.6;166;102.7;0;0;0;99.2;0;0;0;0;0;99.2;0;0;0;99.2;0;0;0
1815;A050413;1050220;2006JJ00;17.3;0;360.5;;;0;;;17.3;0;0;0;0;0;;;;;;;;
1816;A050413;1050220;2007JJ00;17;0;389.1;;;0;;;17;0;0;0;0;0;;;;;;;;
1817;A050413;1050220;2008JJ00;16.7;0;424.5;;;0;;;16.7;0;0;0;0;0;;;;;;;;
1818;A050413;1050220;2009JJ00;21.5;0;403.4;;;0;;;21.5;0;0;0;0;0;;;;;;;;
1819;A050413;1050220;2010JJ00;14.3;0;397.6;;;0;;;14.3;0;0;0;0;0;;;;;;;;
1820;A050413;1050220;2011JJ00;14.8;0;312.6;88.6;58.7;0;0;0;14.8;0;0;0;0;0;14.8;0;0;0;14.8;0;0;0
1821;A050413;1050220;2012JJ00;13.6;0;305.2;88;58.8;0;0;0;13.6;0;0;0;0;0;13.6;0;0;0;13.6;0;0;0
1822;A050413;1050220;2013JJ00;12.8;0;281.1;90.4;59.6;0;0;0;12.8;0;0;0;0;0;12.8;0;0;0;12.8;0;0;0
1823;A050413;1050220;2014JJ00;13.2;0;278.9;95.3;63.3;0;0;0;13.2;0;0;0;0;0;13.2;0;0;0;13.2;0;0;0
1824;A050413;1050220;2015JJ00;14;0;281.8;92.9;61.1;0;0;0;14;0;0;0;0;0;14;0;0;0;14;0;0;0
1825;A050413;1050220;2016JJ00;13.3;0;295.4;96.6;64.1;0;0;0;13.3;0;0;0;0;0;13.3;0;0;0;13.3;0;0;0
1826;A050413;1050220;2017JJ00;13.6;0;314.9;105;68.2;0;0;0;13.6;0;0;0;0;0;13.6;0;0;0;13.6;0;0;0
1827;A050413;1050220;2018JJ00;13.7;0;339.1;106;68.7;0;0;0;13.7;0;0;0;0;0;13.7;0;0;0;13.7;0;0;0
1828;A050413;1050220;2019JJ00;13.3;0;367.4;114.7;75.8;0;0;0;13.3;0;0;0;0;0;13.3;0;0;0;13.3;0;0;0
1829;A050413;1050220;2020JJ00;12.9;0;395;117.2;77.9;0;0;0;12.9;0;0;0;0;0;12.9;0;0;0;12.9;0;0;0
1830;A050413;A025340;2006JJ00;1.7;0;177.2;;;0;;;1.7;0;0;0;0;0;;;;;;;;
1831;A050413;A025340;2007JJ00;1.3;0;202;;;0;;;1.3;0;0;0;0;0;;;;;;;;
1832;A050413;A025340;2008JJ00;1.2;0;203.3;;;0;;;1.2;0;0;0;0;0;;;;;;;;
1833;A050413;A025340;2009JJ00;2.3;0;194.3;;;0;;;2.3;0;0;0;0;0;;;;;;;;
1834;A050413;A025340;2010JJ00;2.4;0;181.4;;;0;;;2.4;0;0;0;0;0;;;;;;;;
1835;A050413;A025340;2011JJ00;4.8;0;175.9;38.5;24.5;0;0;0;4.8;0;0;0;0;0;4.8;0;0;0;4.8;0;0;0
1836;A050413;A025340;2012JJ00;3.4;0;176.1;33.4;22;0;0;0;3.4;0;0;0;0;0;3.4;0;0;0;3.4;0;0;0
1837;A050413;A025340;2013JJ00;3;0;162.9;33.8;22.5;0;0;0;3;0;0;0;0;0;3;0;0;0;3;0;0;0
1838;A050413;A025340;2014JJ00;3.2;0;168.7;36.8;24.8;0;0;0;3.2;0;0;0;0;0;3.2;0;0;0;3.2;0;0;0
1839;A050413;A025340;2015JJ00;3.8;0;170.1;34.7;24;0;0;0;3.8;0;0;0;0;0;3.8;0;0;0;3.8;0;0;0
1840;A050413;A025340;2016JJ00;3.5;0;182.7;37.7;26.5;0;0;0;3.5;0;0;0;0;0;3.5;0;0;0;3.5;0;0;0
1841;A050413;A025340;2017JJ00;3.4;0;204.1;38.1;26.3;0;0;0;3.4;0;0;0;0;0;3.4;0;0;0;3.4;0;0;0
1842;A050413;A025340;2018JJ00;3.7;0;222.7;40.9;27.7;0;0;0;3.7;0;0;0;0;0;3.7;0;0;0;3.7;0;0;0
1843;A050413;A025340;2019JJ00;3.4;0;251.9;42.9;29.4;0;0;0;3.4;0;0;0;0;0;3.4;0;0;0;3.4;0;0;0
1844;A050413;A025340;2020JJ00;3.2;0;279.6;42.6;29.2;0;0;0;3.2;0;0;0;0;0;3.2;0;0;0;3.2;0;0;0
1845;A050413;A025343;2006JJ00;60.3;0;224.2;;;0;;;60.3;0;0;0;0;0;;;;;;;;
1846;A050413;A025343;2007JJ00;51.3;0;262.7;;;0;;;51.3;0;0;0;0;0;;;;;;;;
1847;A050413;A025343;2008JJ00;47.8;0;275.2;;;0;;;47.8;0;0;0;0;0;;;;;;;;
1848;A050413;A025343;2009JJ00;70.1;0;276.7;;;0;;;70.1;0;0;0;0;0;;;;;;;;
1849;A050413;A025343;2010JJ00;67.5;0;258.4;;;0;;;67.5;0;0;0;0;0;;;;;;;;
1850;A050413;A025343;2011JJ00;75.9;0;249.1;73;43.4;0;0;0;75.9;0;0;0;0;0;75.9;0;0;0;75.9;0;0;0
1851;A050413;A025343;2012JJ00;54.4;0;247.8;74;44.6;0;0;0;54.4;0;0;0;0;0;54.4;0;0;0;54.4;0;0;0
1852;A050413;A025343;2013JJ00;46.7;0;227.7;75.4;45.2;0;0;0;46.7;0;0;0;0;0;46.7;0;0;0;46.7;0;0;0
1853;A050413;A025343;2014JJ00;51.8;0;220.4;79.1;48.2;0;0;0;51.8;0;0;0;0;0;51.8;0;0;0;51.8;0;0;0
1854;A050413;A025343;2015JJ00;57.8;0;223.7;76.1;46;0;0;0;57.8;0;0;0;0;0;57.8;0;0;0;57.8;0;0;0
1855;A050413;A025343;2016JJ00;51;0;238.9;82;50.4;0;0;0;51;0;0;0;0;0;51;0;0;0;51;0;0;0
1856;A050413;A025343;2017JJ00;50.6;0;259.8;86.1;52.4;0;0;0;50.6;0;0;0;0;0;50.6;0;0;0;50.6;0;0;0
1857;A050413;A025343;2018JJ00;51.9;0;285.2;89.3;54.2;0;0;0;51.9;0;0;0;0;0;51.9;0;0;0;51.9;0;0;0
1858;A050413;A025343;2019JJ00;48.4;0;316.6;99;61;0;0;0;48.4;0;0;0;0;0;48.4;0;0;0;48.4;0;0;0
1859;A050413;A025343;2020JJ00;47.6;0;335.5;104.3;64.4;0;0;0;47.6;0;0;0;0;0;47.6;0;0;0;47.6;0;0;0
1860;A050413;A025351;2006JJ00;178.7;0;292;;;0;;;178.7;0;0;0;0;0;;;;;;;;
1861;A050413;A025351;2007JJ00;182.4;0;318.4;;;0;;;182.4;0;0;0;0;0;;;;;;;;
1862;A050413;A025351;2008JJ00;187.7;0;334.5;;;0;;;187.7;0;0;0;0;0;;;;;;;;
1863;A050413;A025351;2009JJ00;233.1;0;333.2;;;0;;;233.1;0;0;0;0;0;;;;;;;;
1864;A050413;A025351;2010JJ00;235.7;0;313.3;;;0;;;235.7;0;0;0;0;0;;;;;;;;
1865;A050413;A025351;2011JJ00;223;0;313;85.9;52;0;0;0;223;0;0;0;0;0;223;0;0;0;223;0;0;0
1866;A050413;A025351;2012JJ00;207.6;0;302;88.6;53.8;0;0;0;207.6;0;0;0;0;0;207.6;0;0;0;207.6;0;0;0
1867;A050413;A025351;2013JJ00;202.5;0;273.6;91.3;54.4;0;0;0;202.5;0;0;0;0;0;202.5;0;0;0;202.5;0;0;0
1868;A050413;A025351;2014JJ00;215.8;0;272;97.6;58.6;0;0;0;215.8;0;0;0;0;0;215.8;0;0;0;215.8;0;0;0
1869;A050413;A025351;2015JJ00;235.8;0;276.2;93;55.1;0;0;0;235.8;0;0;0;0;0;235.8;0;0;0;235.8;0;0;0
1870;A050413;A025351;2016JJ00;230.1;0;289.5;97.5;58.3;0;0;0;230.1;0;0;0;0;0;230.1;0;0;0;230.1;0;0;0
1871;A050413;A025351;2017JJ00;232.2;0;309.6;104.7;61.4;0;0;0;232.2;0;0;0;0;0;232.2;0;0;0;232.2;0;0;0
1872;A050413;A025351;2018JJ00;233.9;0;335.2;106.7;62.7;0;0;0;233.9;0;0;0;0;0;233.9;0;0;0;233.9;0;0;0
1873;A050413;A025351;2019JJ00;231.4;0;364.3;118.6;71.2;0;0;0;231.4;0;0;0;0;0;231.4;0;0;0;231.4;0;0;0
1874;A050413;A025351;2020JJ00;230.4;0;389.2;123.8;74.8;0;0;0;230.4;0;0;0;0;0;230.4;0;0;0;230.4;0;0;0
1875;A050413;A025359;2006JJ00;288.6;0;302.3;;;0;;;288.6;0;0;0;0;0;;;;;;;;
1876;A050413;A025359;2007JJ00;298.2;0;320.3;;;0;;;298.2;0;0;0;0;0;;;;;;;;
1877;A050413;A025359;2008JJ00;309.9;0;335.4;;;0;;;309.9;0;0;0;0;0;;;;;;;;
1878;A050413;A025359;2009JJ00;360.4;0;329.6;;;0;;;360.4;0;0;0;0;0;;;;;;;;
1879;A050413;A025359;2010JJ00;373.2;0;312;;;0;;;373.2;0;0;0;0;0;;;;;;;;
1880;A050413;A025359;2011JJ00;352.7;0;309.8;49.8;37.6;0;0;0;352.7;0;0;0;0;0;352.7;0;0;0;352.7;0;0;0
1881;A050413;A025359;2012JJ00;364.3;0;295.9;51.6;39;0;0;0;364.3;0;0;0;0;0;364.3;0;0;0;364.3;0;0;0
1882;A050413;A025359;2013JJ00;376.5;0;266.5;52.1;38.8;0;0;0;376.5;0;0;0;0;0;376.5;0;0;0;376.5;0;0;0
1883;A050413;A025359;2014JJ00;396.7;0;266.1;55;41.1;0;0;0;396.7;0;0;0;0;0;396.7;0;0;0;396.7;0;0;0
1884;A050413;A025359;2015JJ00;427.5;0;271.1;52.8;39.2;0;0;0;427.5;0;0;0;0;0;427.5;0;0;0;427.5;0;0;0
1885;A050413;A025359;2016JJ00;434.9;0;281.3;54;39.9;0;0;0;434.9;0;0;0;0;0;434.9;0;0;0;434.9;0;0;0
1886;A050413;A025359;2017JJ00;445.1;0;298.7;57.5;41.3;0;0;0;445.1;0;0;0;0;0;445.1;0;0;0;445.1;0;0;0
1887;A050413;A025359;2018JJ00;457.2;0;320.9;56.6;41.3;0;0;0;457.2;0;0;0;0;0;457.2;0;0;0;457.2;0;0;0
1888;A050413;A025359;2019JJ00;468.1;0;345.9;60.8;44.9;0;0;0;468.1;0;0;0;0;0;468.1;0;0;0;468.1;0;0;0
1889;A050413;A025359;2020JJ00;479;0;367.7;62;45.8;0;0;0;479;0;0;0;0;0;479;0;0;0;479;0;0;0
1890;A050413;A025342;2006JJ00;18.7;0;183.3;;;0;;;18.7;0;0;0;0;0;;;;;;;;
1891;A050413;A025342;2007JJ00;14.6;0;219.8;;;0;;;14.6;0;0;0;0;0;;;;;;;;
1892;A050413;A025342;2008JJ00;13.3;0;230.2;;;0;;;13.3;0;0;0;0;0;;;;;;;;
1893;A050413;A025342;2009JJ00;20.1;0;223.8;;;0;;;20.1;0;0;0;0;0;;;;;;;;
1894;A050413;A025342;2010JJ00;20.1;0;205.5;;;0;;;20.1;0;0;0;0;0;;;;;;;;
1895;A050413;A025342;2011JJ00;29.7;0;204.9;61.7;35.7;0;0;0;29.7;0;0;0;0;0;29.7;0;0;0;29.7;0;0;0
1896;A050413;A025342;2012JJ00;19.5;0;200.9;59.6;35;0;0;0;19.5;0;0;0;0;0;19.5;0;0;0;19.5;0;0;0
1897;A050413;A025342;2013JJ00;16.5;0;186.1;62.2;36.8;0;0;0;16.5;0;0;0;0;0;16.5;0;0;0;16.5;0;0;0
1898;A050413;A025342;2014JJ00;19.3;0;182.5;65.6;39.5;0;0;0;19.3;0;0;0;0;0;19.3;0;0;0;19.3;0;0;0
1899;A050413;A025342;2015JJ00;22.2;0;187.7;64.9;39.3;0;0;0;22.2;0;0;0;0;0;22.2;0;0;0;22.2;0;0;0
1900;A050413;A025342;2016JJ00;19.9;0;202.5;68.6;42.3;0;0;0;19.9;0;0;0;0;0;19.9;0;0;0;19.9;0;0;0
1901;A050413;A025342;2017JJ00;20.6;0;222.9;71.3;43.6;0;0;0;20.6;0;0;0;0;0;20.6;0;0;0;20.6;0;0;0
1902;A050413;A025342;2018JJ00;22;0;247.6;75.7;45.9;0;0;0;22;0;0;0;0;0;22;0;0;0;22;0;0;0
1903;A050413;A025342;2019JJ00;20.6;0;277.7;80.8;49.5;0;0;0;20.6;0;0;0;0;0;20.6;0;0;0;20.6;0;0;0
1904;A050413;A025342;2020JJ00;20.6;0;295.6;86.9;53.1;0;0;0;20.6;0;0;0;0;0;20.6;0;0;0;20.6;0;0;0
1905;A050413;A025347;2006JJ00;41.6;0;242.6;;;0;;;41.6;0;0;0;0;0;;;;;;;;
1906;A050413;A025347;2007JJ00;36.7;0;279.8;;;0;;;36.7;0;0;0;0;0;;;;;;;;
1907;A050413;A025347;2008JJ00;34.5;0;292.6;;;0;;;34.5;0;0;0;0;0;;;;;;;;
1908;A050413;A025347;2009JJ00;50;0;298;;;0;;;50;0;0;0;0;0;;;;;;;;
1909;A050413;A025347;2010JJ00;47.4;0;280.8;;;0;;;47.4;0;0;0;0;0;;;;;;;;
1910;A050413;A025347;2011JJ00;46.2;0;277.6;80.2;48.3;0;0;0;46.2;0;0;0;0;0;46.2;0;0;0;46.2;0;0;0
1911;A050413;A025347;2012JJ00;34.9;0;274;82.1;49.9;0;0;0;34.9;0;0;0;0;0;34.9;0;0;0;34.9;0;0;0
1912;A050413;A025347;2013JJ00;30.2;0;250.3;82.6;49.8;0;0;0;30.2;0;0;0;0;0;30.2;0;0;0;30.2;0;0;0
1913;A050413;A025347;2014JJ00;32.5;0;242.9;87;53.3;0;0;0;32.5;0;0;0;0;0;32.5;0;0;0;32.5;0;0;0
1914;A050413;A025347;2015JJ00;35.6;0;246.2;83;50.1;0;0;0;35.6;0;0;0;0;0;35.6;0;0;0;35.6;0;0;0
1915;A050413;A025347;2016JJ00;31.2;0;262.1;90.6;55.6;0;0;0;31.2;0;0;0;0;0;31.2;0;0;0;31.2;0;0;0
1916;A050413;A025347;2017JJ00;30;0;285.2;96.3;58.5;0;0;0;30;0;0;0;0;0;30;0;0;0;30;0;0;0
1917;A050413;A025347;2018JJ00;29.9;0;312.8;99.3;60.3;0;0;0;29.9;0;0;0;0;0;29.9;0;0;0;29.9;0;0;0
1918;A050413;A025347;2019JJ00;27.8;0;345.5;112.5;69.5;0;0;0;27.8;0;0;0;0;0;27.8;0;0;0;27.8;0;0;0
1919;A050413;A025347;2020JJ00;27;0;366;117.7;73;0;0;0;27;0;0;0;0;0;27;0;0;0;27;0;0;0
1920;A050413;A025350;2006JJ00;65.6;0;282.4;;;0;;;65.6;0;0;0;0;0;;;;;;;;
1921;A050413;A025350;2007JJ00;65;0;310.5;;;0;;;65;0;0;0;0;0;;;;;;;;
1922;A050413;A025350;2008JJ00;65.4;0;327.4;;;0;;;65.4;0;0;0;0;0;;;;;;;;
1923;A050413;A025350;2009JJ00;87.5;0;330.3;;;0;;;87.5;0;0;0;0;0;;;;;;;;
1924;A050413;A025350;2010JJ00;87;0;310.5;;;0;;;87;0;0;0;0;0;;;;;;;;
1925;A050413;A025350;2011JJ00;83.4;0;309.9;93.2;55.3;0;0;0;83.4;0;0;0;0;0;83.4;0;0;0;83.4;0;0;0
1926;A050413;A025350;2012JJ00;75.3;0;301.8;97.3;58.5;0;0;0;75.3;0;0;0;0;0;75.3;0;0;0;75.3;0;0;0
1927;A050413;A025350;2013JJ00;72.4;0;276.4;99.6;59.2;0;0;0;72.4;0;0;0;0;0;72.4;0;0;0;72.4;0;0;0
1928;A050413;A025350;2014JJ00;78.3;0;274.4;105.8;63.7;0;0;0;78.3;0;0;0;0;0;78.3;0;0;0;78.3;0;0;0
1929;A050413;A025350;2015JJ00;86.7;0;278.1;100.8;59.8;0;0;0;86.7;0;0;0;0;0;86.7;0;0;0;86.7;0;0;0
1930;A050413;A025350;2016JJ00;82.1;0;293.3;106.7;64.4;0;0;0;82.1;0;0;0;0;0;82.1;0;0;0;82.1;0;0;0
1931;A050413;A025350;2017JJ00;80.4;0;316;113.4;67.4;0;0;0;80.4;0;0;0;0;0;80.4;0;0;0;80.4;0;0;0
1932;A050413;A025350;2018JJ00;79.4;0;344.4;118.4;70.6;0;0;0;79.4;0;0;0;0;0;79.4;0;0;0;79.4;0;0;0
1933;A050413;A025350;2019JJ00;75;0;377;133.3;81;0;0;0;75;0;0;0;0;0;75;0;0;0;75;0;0;0
