ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
917;A050412;1050055;2008JJ00;2546.1;174.7;311.2;;;0.56;;;0;1568.3;191.3;204.2;229.2;353.1;;;;;;;;
918;A050412;1050055;2009JJ00;2552.9;184.3;309.1;;;0.6;;;0;1480.3;190.8;199.2;220.3;462.2;;;;;;;;
919;A050412;1050055;2010JJ00;2617.6;189.8;288.8;;;0.67;;;0;1364.7;186.9;189.4;202.6;674;;;;;;;;
920;A050412;1050055;2011JJ00;2635.2;193.3;292.9;91.1;52.4;0.68;2.07;3.51;0;1355.4;193;198.1;213.2;675.5;0;1267.7;1068.6;298.8;0;1313.3;1081;240.9
921;A050412;1050055;2012JJ00;2663;197;279.1;92.4;52.7;0.74;2.08;3.58;0;1262.5;187.5;190;203.8;819.2;0;1269.2;1088.4;305.4;0;1297.2;1118.1;247.7
922;A050412;1050055;2013JJ00;2673.5;197.6;250.6;93.7;53.3;0.83;2.07;3.56;0;1112.9;170.8;171.5;177.6;1040.7;0;1279.6;1096.3;297.6;0;1307.9;1129.5;236.1
923;A050412;1050055;2014JJ00;2655.4;196.8;249.2;98.2;56.8;0.84;2.02;3.44;0;1088.3;171.8;174.1;184.3;1036.8;0;1311.8;1080.3;263.3;0;1358.8;1102.6;194
924;A050412;1050055;2015JJ00;2634.3;195.8;254.9;96;56.1;0.82;2.03;3.39;0;1102;179;186;202.5;964.9;0;1295.3;1081.3;257.7;0;1374.5;1076.3;183.5
925;A050412;1050055;2016JJ00;2651.7;195.9;264.9;99.1;58.8;0.79;1.97;3.25;0;1150.9;192.8;207.9;248.9;851.2;0;1350.9;1070.8;230;0;1462;1034.8;154.9
926;A050412;1050055;2017JJ00;2663.8;197.5;282.9;104;61.1;0.75;1.92;3.19;0;1228.1;222.1;253.6;316.4;643.5;0;1408.8;1052.6;202.3;0;1512;1013.5;138.3
927;A050412;1050055;2018JJ00;2676.9;200.7;306.4;106.7;62.8;0.7;1.88;3.13;0;1338.8;268.5;318.9;308.4;442.5;0;1454.5;1031.6;190.9;0;1556.9;987.5;132.5
928;A050412;1050055;2019JJ00;2693.4;204.1;333.6;114.4;68;0.65;1.81;3;0;1504.6;324.8;331.8;246.6;285.7;0;1540.1;978.6;174.7;0;1653.2;920.3;119.9
929;A050412;1050055;2020JJ00;2696.3;206;357.8;116.2;69.3;0.6;1.77;2.92;0;1659.8;343.9;298.3;194;200.3;0;1577.8;942.2;176.3;0;1711.8;865;119.5
930;A050412;1017780;2006JJ00;1047.8;138.2;277.7;;;0.46;;;0;693.1;55.1;57.5;73.7;168.3;;;;;;;;
931;A050412;1017780;2007JJ00;1072.3;145.4;294.2;;;0.46;;;0;710.7;58.4;65.8;86.7;150.7;;;;;;;;
932;A050412;1017780;2008JJ00;1092.9;152.2;305.6;;;0.47;;;0;721.1;61.3;69.3;91.5;149.7;;;;;;;;
933;A050412;1017780;2009JJ00;1097.4;158.8;302.8;;;0.49;;;0;701.4;60.3;63.7;77.7;194.3;;;;;;;;
934;A050412;1017780;2010JJ00;1118.2;162;282.8;;;0.55;;;0;672.7;60.9;59.2;63.5;261.9;;;;;;;;
935;A050412;1017780;2011JJ00;1133.1;162.7;287.1;78.7;46.6;0.54;1.95;3.18;0;689.9;64;61.7;66.2;251.4;0;582.6;430;120.6;0;624.4;416.7;92.1
936;A050412;1017780;2012JJ00;1144.5;164.1;273.6;79.6;46.9;0.57;1.95;3.2;0;667.6;66.2;61.6;63.7;285.5;0;588.1;433.7;122.7;0;626.3;425.6;92.6
937;A050412;1017780;2013JJ00;1151.4;162.9;245.8;80.3;47.2;0.64;1.93;3.17;0;620.7;67.4;60.8;58.5;344.1;0;598.6;432;120.9;0;638.8;424.8;87.8
938;A050412;1017780;2014JJ00;1145.9;161.4;244.7;83.9;50.2;0.64;1.88;3.05;0;617.5;69.5;63.8;62.6;332.5;0;615.2;419.6;111.2;0;664.8;407.1;74
939;A050412;1017780;2015JJ00;1136.2;160.3;250.2;81.3;49.1;0.63;1.89;3.01;0;624.9;72.6;68.6;70;300;0;609.1;415.3;111.8;0;670.9;393.3;71.9
940;A050412;1017780;2016JJ00;1152.9;159.7;259.2;83.4;50.9;0.61;1.84;2.92;0;654.1;77.4;76.5;88.5;256.4;0;635.7;412.2;105;0;708.4;380.1;64.3
941;A050412;1017780;2017JJ00;1165;160.3;275.2;87.3;52.8;0.58;1.8;2.87;0;691.8;86;90.5;112.2;184.6;0;661.6;406.8;96.6;0;731.9;374.1;59
942;A050412;1017780;2018JJ00;1179.1;162.1;295.6;88.2;53.5;0.55;1.78;2.84;0;741.9;97.9;108.6;102.4;128.3;0;680.1;404.8;94.2;0;750.4;371.3;57.4
943;A050412;1017780;2019JJ00;1191.5;164.6;320.2;94;57.7;0.51;1.72;2.73;0;806.2;109.7;108.2;79.2;88.1;0;711.7;391;88.7;0;788.2;350.5;52.8
944;A050412;1017780;2020JJ00;1197.3;166.1;341.3;94.9;58.6;0.48;1.7;2.67;0;858.6;109.4;95.2;66.1;68.1;0;721;387.5;88.7;0;805.6;339.5;52.1
945;A050412;1016090;2006JJ00;1427.3;166.3;283.4;;;0.57;;;0;881.5;114.5;106.9;107.6;216.8;;;;;;;;
946;A050412;1016090;2007JJ00;1436.6;178.9;301.6;;;0.59;;;0;867.4;122.1;122.7;125.1;199.3;;;;;;;;
947;A050412;1016090;2008JJ00;1453.2;191.6;315.3;;;0.61;;;0;847.2;129.9;134.9;137.8;203.5;;;;;;;;
948;A050412;1016090;2009JJ00;1455.5;203.5;313.7;;;0.66;;;0;778.9;130.5;135.5;142.6;267.9;;;;;;;;
949;A050412;1016090;2010JJ00;1499.4;210.4;293.3;;;0.75;;;0;692;126;130.2;139.1;412.1;;;;;;;;
